35.57,31.20,HOT
35.61,31.11,HOT
35.56,31.42,HOT
35.65,31.33,HOT
35.63,31.30,HOT
35.66,31.01,HOT
35.61,31.31,HOT
35.61,31.15,HOT
35.66,31.32,HOT
35.65,31.34,HOT
35.73,31.12,HOT
35.84,31.47,HOT
35.84,31.37,HOT
35.82,31.20,HOT
35.73,31.06,HOT
35.82,31.09,HOT
35.88,30.19,HOT
35.88,31.19,HOT
35.91,31.03,HOT
35.86,31.19,HOT
35.75,31.55,HOT
35.81,31.15,HOT
35.77,30.58,HOT
35.93,30.97,HOT
35.84,31.09,HOT
37.15,29.85,HOT
37.15,29.76,HOT
37.09,29.99,HOT
37.06,29.94,HOT
37.20,29.93,HOT
37.06,29.99,HOT
37.06,29.80,HOT
37.08,29.83,HOT
37.36,30.08,HOT
37.36,30.09,HOT
37.43,29.93,HOT
37.40,29.77,HOT
37.33,29.97,HOT
37.27,30.29,HOT
37.29,29.75,HOT
37.33,29.89,HOT
37.29,29.95,HOT
37.20,29.72,HOT
37.20,30.02,HOT
37.29,29.88,HOT
37.24,30.01,HOT
37.33,29.90,HOT
37.26,29.97,HOT
37.27,30.08,HOT
37.29,29.78,HOT
37.20,29.82,HOT
37.34,29.72,HOT
37.17,29.88,HOT
37.17,29.95,HOT
37.29,30.09,HOT
37.38,29.69,HOT
37.26,29.89,HOT
37.22,29.93,HOT
37.31,29.96,HOT
37.38,29.93,HOT
37.31,29.97,HOT
37.22,30.16,HOT
37.27,30.34,HOT
37.29,29.99,HOT
37.27,30.13,HOT
37.26,29.91,HOT
37.40,30.00,HOT
37.34,29.97,HOT
37.36,29.93,HOT
37.29,29.76,HOT
37.36,29.99,HOT
37.36,29.92,HOT
37.34,29.78,HOT
37.42,28.36,HOT
37.49,29.81,HOT
37.40,29.77,HOT
37.51,29.93,HOT
37.36,29.56,HOT
37.42,29.78,HOT
37.51,29.59,HOT
37.43,29.88,HOT
37.43,29.51,HOT
37.49,29.85,HOT
37.54,29.60,HOT
37.42,29.74,HOT
37.49,29.79,HOT
37.45,29.74,HOT
37.42,29.67,HOT
37.31,29.57,HOT
37.31,29.73,HOT
37.34,29.74,HOT
37.51,29.71,HOT
37.36,29.74,HOT
37.47,29.84,HOT
37.38,29.55,HOT
37.42,29.84,HOT
37.42,29.66,HOT
37.40,29.68,HOT
37.43,29.81,HOT
37.36,29.43,HOT
37.38,29.86,HOT
37.45,29.61,HOT
37.54,29.70,HOT
37.59,29.71,HOT
37.43,29.79,HOT
37.42,29.60,HOT
37.47,29.63,HOT
37.42,29.75,HOT
37.42,29.72,HOT
37.34,29.78,HOT
37.40,29.68,HOT
37.42,29.90,HOT
37.43,29.83,HOT
37.47,29.76,HOT
37.52,29.48,HOT
37.63,29.78,HOT
37.54,29.75,HOT
37.59,29.53,HOT
37.56,29.75,HOT
37.58,29.55,HOT
37.56,29.66,HOT
37.65,29.62,HOT
37.67,29.57,HOT
37.56,29.56,HOT
37.61,29.77,HOT
37.54,29.50,HOT
37.59,29.61,HOT
37.61,29.50,HOT
37.68,29.53,HOT
37.52,29.43,HOT
37.49,29.54,HOT
37.61,29.93,HOT
37.54,29.61,HOT
37.52,29.23,HOT
37.59,29.37,HOT
37.61,29.65,HOT
37.63,30.83,HOT
37.68,29.53,HOT
37.67,29.49,HOT
37.72,29.61,HOT
37.54,29.55,HOT
37.67,29.31,HOT
37.68,29.79,HOT
26.47,42.58,OK
26.49,40.74,OK
26.53,40.68,OK
26.61,40.55,OK
26.60,40.70,OK
26.67,40.27,OK
26.83,40.34,OK
26.85,40.37,OK
26.88,39.95,OK
27.08,40.01,OK
